,Feeding,,,Lying,,,Standing,,,Lying down,,,Standing up,,,Normal walking,,,Active walking,,,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,0.7,-1.4,1.6,1.3,0.1,0.1,0.1,0.1,0,0.9,1.7,-1.3,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.2,-0.9,-0.4,-1.8,1.8,-1.6,0.2,1.1,0.1,-1.2,-1,0.8,0.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-1.8,1.1,-0.2,0.1,-1.7,-0.9,1.2,3.2,-0.6,0.1,0.3,-0.6,-1,2.4,1.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,-1,0.6,0.6,0,0.5,0.2,0.3,-0.2,0.3,-0.9,-0.2,0.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.4,-0.6,1.4,-1.5,-0.4,1.4,-0.1,-1.3,-0.4,-0.8,-0.4,0.9,,,
26,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.8,-0.9,2.1,-0.2,-2.4,1.5,0.3,-0.7,0.3,0.6,2.3,-0.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,1.8,-0.3,0.2,-0.8,0.1,-0.1,-0.8,0.1,-0.8,1,-0.1,1.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,-0.9,2.3,-1.2,1.2,0.4,-0.7,0,0,0.5,2.5,3.9,0.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,-0.2,-0.9,1.8,-1.3,-0.3,-0.1,0,-0.7,0.7,-1.7,0.1,0.8,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0.3,0.3,-0.9,1,-1,1.3,0.7,-0.3,-0.9,0.5,0.6,1.6,-1.3,-0.5,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0.3,0.4,0.3,-1.1,0.5,-0.7,-0.7,0.2,0.2,0.6,0.6,1.3,0.5,-0.7,,,
27,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.3,1.3,-1,0.9,-0.4,-2,-1,0.2,-0.2,-2.7,-1.3,-2.5,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,-0.7,1.1,-0.9,-2.1,1.5,0.5,-0.1,0.3,1.1,-1,-0.9,0.2,,,
,0,-1.9,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,-1.7,-1.1,-0.2,-0.2,1.7,-1.3,0.1,-0.8,0.2,0.8,-2.4,0.7,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,1.6,-0.5,0.7,-0.3,-1.3,-0.2,-0.4,0.8,0.4,2.1,1.1,1,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.9,0,0.3,-0.1,0,1.2,0.3,-1.5,1.7,-0.2,0.1,-0.4,-0.6,-2.9,0.7,,,
,-0.7,-0.2,0.5,-0.1,0.3,-0.6,-0.9,0,0.2,1.5,-1.1,0.2,-1.8,-0.6,-0.2,0.1,0.9,0.1,-0.6,0.8,1.2,,,
28,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.9,0,0.3,-2.3,-0.3,0.1,0.7,-0.2,-1.1,0,0.3,0.1,-3.1,-0.7,-4.3,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,-0.6,0.9,1.7,0.4,1.6,-0.9,-0.1,0.4,0.2,0.5,2.6,-1,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.9,0,0.3,-1.3,0.1,1.6,-0.1,-0.2,-0.5,-0.6,-0.5,0,0.4,1,-1.8,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,2.5,-0.9,-0.8,0.3,-0.6,-0.3,0.1,-0.5,0.1,-1.3,-1.3,0.8,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,0.2,1.3,0.2,-0.2,0.9,0.6,-0.1,0.3,-0.5,-0.8,-2.7,-0.7,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,-0.5,-1,-0.8,-2.4,0.4,-0.7,0.7,-0.4,0.2,-1.9,0.6,-0.8,,,
29,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,-2.3,1.2,-1.2,-0.9,1.7,0.3,0.1,-0.1,0.7,-0.5,2.3,0.4,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0,0.3,-0.5,-0.6,0.5,-0.8,0.9,0.4,-0.3,0.3,-0.4,-1.8,1.7,0.3,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,0.2,0.3,-0.9,-0.3,0,-1.9,-0.3,-0.9,-0.3,-0.4,-0.1,-0.1,-0.4,-0.1,,,
,-0.8,-0.1,0.5,-0.1,0.3,-0.6,-0.8,0.1,0.3,0.3,-0.5,-1,0.4,-1.4,1.3,-1,-0.1,-0.1,0.2,0.9,-1.1,,,
,-0.8,-0.1,0.5,-0.1,0.3,-0.6,-0.8,0.2,0.3,-1.2,0.9,-0.9,-0.9,0.5,-1.6,0.2,-0.3,-0.1,1.5,-1.7,-2.9,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,-1.3,-1.2,0.6,-0.2,1.5,2,0.7,0,0.3,1.7,-2.4,1.2,,,
30,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,-1.1,-0.7,0.8,-0.5,-0.7,-0.3,-0.3,-0.8,-0.6,1.3,2.2,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,-1.5,-1.1,-0.6,-1,0.6,-1.5,-0.3,-0.3,-0.6,-0.6,-3.2,-1.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,-1.2,0.2,1.1,1.1,0.8,1.8,0.3,-0.5,0,0.5,0.4,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,-0.3,-0.1,-0.3,1.4,-0.3,-1.5,-0.1,0.1,-0.2,-0.6,-1.6,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,0.6,-0.9,-1.5,-2.4,1.1,-1.2,-0.4,0.4,0.6,-0.5,2.8,-0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,0.1,-0.3,0,0.2,-1,-0.4,-0.7,1.2,0.6,-1,-1.2,1.1,,,
31,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,0.8,-1,0.1,0.7,-1,-1.5,-0.5,-0.4,0.1,-0.3,2.4,0.9,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.3,-0.6,0.2,-0.8,0.1,1.5,2.5,-0.3,0.1,-0.7,-0.2,-1.3,-1.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,0.4,-1.2,1.8,-1.6,0.1,1.1,-0.2,-0.5,-0.8,0.1,-2,0.7,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,-0.4,1.2,0.6,1.1,0.2,-1.9,-0.7,0,-0.6,-1.5,-0.4,-2.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,1,-0.3,0.4,0.2,0.2,0.5,-0.9,-1,1.8,-0.3,-0.1,3.6,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0.2,0.3,1.5,0,1.3,0.1,-0.1,0.7,0.1,0.5,-0.3,1.2,2,1.9,,,
32,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,0.3,-0.6,0.2,-0.4,0,0.3,-0.2,0.3,1.1,-1.5,-0.5,2.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,-0.4,0.2,-1.1,-1.9,-0.4,0.6,-0.1,-0.6,0.4,-3.1,0.7,1.7,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,1.3,-1.5,0.7,-0.8,-0.5,0.6,0.2,-0.1,-0.5,-0.6,-1.4,-1.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,-0.1,0.4,0.1,-0.3,-0.6,0.1,0,0.3,0.2,0.9,2.8,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,-2.1,0.4,-0.6,1.7,-0.7,0,0.5,0.6,-0.7,-0.5,0.4,-0.7,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.5,-0.9,-1,-0.2,-1.6,1.4,-0.1,0.3,0.2,-0.8,-0.4,-0.1,,,
33,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,-0.4,-1.3,-1.2,-0.1,0.3,1.6,0,-0.4,-0.1,-2.1,0.7,-1.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0.8,1.5,0,0.5,0,0,-0.7,0.4,-0.3,-0.7,0.2,1.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.2,0.2,0.6,0,1.5,-0.1,0,-0.1,-0.5,2.6,0.7,-1.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,1,1.1,-0.1,1.4,1.9,-0.4,0,0.2,-0.4,0.6,0.8,0.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.9,-0.9,-0.3,-0.4,0.7,1.6,-0.1,0.2,-0.1,-0.6,0.6,0.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,0.4,-0.3,-0.8,2.3,0.2,-0.8,0.8,-0.3,-0.4,-0.9,-0.1,0.6,,,
34,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0.1,-1,-0.2,-0.5,1.2,1.2,0.1,-0.9,-0.8,1.7,-0.4,-2.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0.2,0.8,-1.9,-0.9,-1.3,-1.5,0,-0.3,0.6,-1,-0.4,0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0.6,1.3,-0.8,-0.3,-0.5,0.4,-0.8,-0.7,-0.5,-0.4,1.9,2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,1.7,-1.4,0.4,-0.1,-1.4,-0.9,-0.5,0.2,0.2,0.5,0.4,1.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,2.4,0.4,-0.4,-0.6,-0.5,-0.8,-0.8,-0.1,-0.6,1.2,2,1.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,-0.4,0.2,-1.2,0.2,-1.1,-0.2,0.6,-0.4,0.6,-0.4,0.3,1.2,,,
35,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,-0.7,2.1,-1,1,1.4,-0.4,0,0.4,0.1,1.3,1.4,0.6,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,-1.9,-0.2,2.9,-0.4,2,-1.6,-0.5,-1.2,-0.4,1.6,1.4,0.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0.9,-1.8,-1.3,-1.1,0,0.2,0.7,0.2,0.4,1.9,-1.9,1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,2.1,0.6,-1.6,0.3,-1.3,1,0,-0.6,0.6,-0.4,0.2,0.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,1,-0.3,-1.3,0.8,-0.3,0.8,0.4,-0.3,0.2,-0.3,0.1,-0.5,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.2,0,-0.1,0.6,-0.5,0.2,1.2,-1,0.1,-0.1,-1.3,0.2,2,,,
36,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.3,-1.9,-0.6,0.7,-0.2,-1.2,0.3,0.6,-0.2,2,0.1,1.5,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,-1.4,-2,0.5,-0.1,-1.1,-0.7,0.4,-1.2,0.2,-1.2,1.4,-0.1,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,1.3,1.4,-2.6,-0.9,-0.8,-0.2,0.2,-0.6,0.3,-0.7,-1.2,-1.7,,,
,-0.9,0.1,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.2,0.1,-0.1,-0.6,-0.3,-0.7,-0.6,0.6,0.5,0.9,1.4,-0.9,,,
,-0.9,0.4,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,1.1,-1.2,-0.7,-0.5,-2.4,-0.8,0,-0.4,0.1,1.2,1.5,1.8,,,
,-0.9,0,0.4,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.2,2.9,-0.8,0.7,-2.5,0.6,-0.4,-0.9,0.3,-3.6,2.6,-1,,,
37,-0.8,0,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.8,-0.2,-0.6,-0.5,-0.3,-0.6,-0.3,-0.1,0.2,1.4,0,-0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.2,0.5,-0.4,-0.7,0.6,0.3,-0.2,0.1,-0.3,1.4,2.6,1.1,,,
,-0.8,0.1,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.8,-0.4,0.3,-1.5,0.4,-0.3,-0.2,-0.1,0,-2.7,-0.1,0.2,,,
,-0.8,0.1,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,-1.6,-0.6,-0.5,-0.9,-0.9,0.2,0.4,-0.4,-0.4,-1,-0.3,0.1,,,
,-0.8,-0.1,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.4,-0.8,-0.3,-0.1,-1.4,-1.2,-0.2,0.4,-0.2,-1.2,-2,-0.8,,,
,-1,-0.9,0.9,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.4,-0.8,-1.2,-1.3,-0.2,-0.9,-0.4,0.1,0,-0.8,-0.5,0.7,,,
38,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,-1.5,0,-1.2,0.7,-1,-1.4,0,0,-0.4,1.3,2.5,1.7,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,0.7,-0.4,0.3,-0.7,-0.6,0.1,-0.1,-0.3,-0.5,-0.4,1.7,0.6,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,1.9,-1.1,-0.7,0.6,1.8,0.4,-0.2,-1.1,-0.2,-1.1,1.5,-1.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,0.9,-1.1,0,-0.4,-0.5,0.1,0.1,0.8,0.5,0,-1.8,0.5,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-1.4,0,0.3,2.4,-0.5,-1.6,-0.2,-0.3,0.1,-0.1,-0.4,0,0,-0.8,0.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.3,0,0.7,1,2.2,-2,-0.6,-0.5,-0.2,-0.2,0.4,-0.4,-0.1,,,
39,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,0.2,0.6,-0.2,-0.4,0.3,0.3,-0.1,-0.3,0.1,-0.3,0,1.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,0.2,2.7,1.9,0.3,0.5,0.8,0.1,0.5,-0.5,-0.2,-0.2,-4.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,1.6,0.2,-0.2,1.1,1.5,1.2,0.1,0.9,-0.1,-0.4,-0.7,0.8,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,1.2,-0.8,-1.7,0.3,0.1,-0.7,0.4,0.5,0.3,-1.7,-0.6,0.5,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,-0.2,0.8,0.2,-0.9,0.2,-0.8,0.5,0.7,0.2,-1.9,1.2,2.7,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,1.8,1.5,0.2,1.1,2.2,-0.2,0.1,-0.1,0,1.5,0.1,1.3,,,
40,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,-0.5,-1.9,-0.8,0.1,-1.1,-0.1,-0.4,0.1,-0.9,0.7,1.6,1.9,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.5,0.9,-1.2,-0.4,-1.4,0.4,0.1,-0.1,0.4,1.7,-1,-0.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,1.3,-0.6,0,-0.2,0,0.9,0.3,-0.8,0.5,2,-1.6,0,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.6,0.6,-0.9,0.5,-0.7,-0.5,-0.6,-0.5,-0.4,1.3,0.3,-0.7,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.7,0.2,1.4,0.2,-0.1,-1.5,-0.3,-0.1,0.2,-1.2,1.8,-0.7,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.2,-0.1,-1.5,0.5,-1.9,0,-0.9,0.6,0.1,0.7,1.9,-1.4,,,
41,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.8,2.2,-0.5,-0.4,0.9,0.2,-0.5,-0.2,-0.4,-0.7,-0.5,1.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.4,-0.2,0.4,0.9,0.9,-1.1,0,-0.6,1.3,0.8,-1.5,-0.8,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.3,0.1,0.1,1.9,1.4,0.2,0,-0.1,0.1,-3.2,-2.4,2.2,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.8,-0.2,-0.6,0.9,0.2,-0.1,-1,-0.5,-0.5,0.5,1.4,1.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.8,0.3,-0.2,-0.2,0.4,0.1,-0.3,0,0.2,-0.3,2.2,-0.8,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-2,-2.2,-0.6,-0.1,-1.2,0.7,0.5,0.6,0.3,-1.6,-0.8,0,,,
42,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.1,-0.2,-1.8,0.8,0.3,0,-0.8,0,-0.3,0,0,1.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.1,-1.2,0.1,0.2,0.8,-2.4,-0.1,0.5,0.2,-1.9,-0.9,-0.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-0.2,1.6,0.7,0.2,-0.2,1.2,-0.4,-1,-0.6,2.8,-0.1,-1.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0,0.9,-1.1,0.5,0.9,1.2,-1.7,0,0.1,-1.2,1.3,-0.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,1.9,0,-0.3,-0.7,1.4,0.5,0.4,0.5,0.2,-2.7,2.2,0.7,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.9,-0.3,-1.3,0.4,0.7,0.6,0.1,0.4,0.1,-2.5,1.4,-0.9,,,
43,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.8,-1.3,-0.9,0.2,-0.4,0,-0.2,0,0.9,1.8,-1.5,1.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.7,0.6,-0.1,-1.2,-0.1,-0.3,0.2,0.2,-1.3,-1.5,-1.5,-0.6,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.1,0.8,-1.2,0.3,0.7,-1,1.1,-0.1,-0.7,1.9,-1.5,1.1,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0,-0.8,1.2,1.1,-1,0.7,-0.5,0.1,1,0.8,0.8,0,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,1.1,-0.7,-0.5,0.2,-2.2,-0.2,0.2,0.1,0.5,3.3,0.9,-0.3,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.2,1.7,0.2,0.2,1.2,-1.6,0.1,-0.6,-0.1,-1.3,0.8,0.9,,,
44,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.7,-1,-1,-1.3,0.4,0.8,0.4,0,-0.5,-1.8,1.5,0.3,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.5,-2.1,0.6,-0.2,0.3,-0.6,0.7,0,0,-1.3,2.9,1.8,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.4,-1.2,-0.3,-1.7,0.9,0.8,-0.2,0.4,-0.1,-0.8,2.3,3.9,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1,-0.7,-0.6,1,0.4,-2.7,-0.2,1.1,0.9,1.1,-1.6,1.9,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.5,-0.5,0.5,-0.6,-0.1,1.3,0.5,0.1,0.7,0.2,2.9,-0.3,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.3,0.4,-0.5,0.8,-0.3,0.4,0.2,0.3,0.4,0.1,3,1.4,,,
45,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1,-0.7,0.7,-0.5,0.4,0.2,0.1,0.1,0.1,2.7,1.5,1.5,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.3,-1.6,-1.7,-0.5,-0.9,0.9,0.9,0.6,0.4,1.2,-0.7,0.8,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.4,0.9,-0.6,1.3,-1.4,0,-0.2,0,0.1,1.3,-0.6,0.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,2.6,-0.8,1.1,0.4,0.6,0.2,-0.6,-0.8,-0.4,-2.9,-2,-0.5,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,0.1,0,0.7,0.5,-1.4,0.4,0.8,0.2,-0.3,-1.5,-1.7,1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-2.4,-0.1,-0.6,0.2,-0.1,-0.8,0,0.3,0.4,1.4,-1.4,0.2,,,
46,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,-1.1,0.6,0.5,-0.6,-0.5,0.5,0.2,-1,0.2,0,0.1,-0.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0,0.2,0.9,1.4,1.4,-1,0.6,-0.5,0.4,0.5,-0.1,-0.2,1.7,-0.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,-1.4,0.7,-0.4,-1.1,-1.7,1,-0.5,-0.9,0.3,-0.7,-0.6,-2.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,1.7,-2.5,1.9,0.9,0.2,-0.1,0.4,0.4,0.8,-2.1,2.4,2,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.9,0,0.3,0.6,-1.1,1.9,0,0,1.3,0.4,-0.7,0,-0.3,-2.8,0.4,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.8,1,0,-0.9,-2,0.7,0.9,-1.2,0.2,0.6,0.2,-0.2,0.8,0.7,-0.5,,,
47,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.3,-1.9,-0.4,1.1,1,-0.4,0.3,0,1,0,1.2,1.9,0.8,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.6,0.2,1.8,1.1,2.4,0.3,-0.5,-0.7,0.8,0.7,-0.8,-0.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,-1.7,0,1.1,-0.9,-0.9,0,0.3,-0.4,0.2,0.5,-2.1,0.5,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,0,-0.9,1.2,0.7,0.9,0.9,-0.1,0.4,0,-1.8,1,-0.1,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,0,-0.9,0.2,-0.1,0.2,2.3,-0.6,1.2,0.1,-2.5,-1.5,-0.3,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.3,-0.2,1.1,-0.9,-0.4,-0.4,-0.9,0.4,0.3,1.1,0,2.3,,,
48,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,0,0.4,0,-0.2,-1.2,-0.9,-0.6,0.3,-0.2,0.1,-2.8,-2.5,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.9,0.8,-1.1,0.2,-0.1,-1.6,0.7,-0.5,-0.7,0.3,2.1,-0.9,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.9,0.1,0.2,1.2,-2.5,0.6,-0.4,-0.6,0,-0.3,0.2,-0.8,-3.3,-3,-1.4,,,
,-0.8,0.2,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,-1.1,-2.2,1,0.6,-0.6,-0.2,0.1,-1.2,0,0.8,2.1,0.1,,,
,-0.8,0.3,0.2,-0.1,0.3,-0.6,-0.8,0.1,0.2,-1.7,1,-0.6,0.4,1.2,0.8,0,0.1,0.8,-1.1,-0.1,0.7,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,-0.1,1.3,-1.4,-0.4,0.8,-1.1,0.2,-0.8,0.3,-2.3,-0.7,0.7,,,
49,-0.8,0,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,-1.3,-0.8,-0.4,0.1,-0.4,-2,0.3,-0.2,-0.1,0.8,0.9,0.2,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,-0.3,0.8,0.1,1.3,0.9,-0.3,1.2,0.1,-0.5,-0.4,4.6,3.4,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.8,0.1,0.2,0.1,-0.6,-1.2,0.5,-1.1,0.3,-0.4,0.2,-0.2,-2.5,-1.5,1.8,,,
,-0.8,0,0.3,-0.1,0.3,-0.6,-0.9,0.1,0.2,-0.8,-1.3,0.1,-0.3,-0.3,0,0,-0.4,-0.1,-2.1,1.1,-0.3,,,
